year,province,party,votes,seats
2002,Giresun,dsp,3329,0
2002,Giresun,dem,2815,0
2002,Giresun,bbp,2474,0
2002,Giresun,ytp,953,0
2002,Gümüşhane,akp,27538,2
2002,Gümüşhane,mhp,10759,0
2002,Gümüşhane,dyp,8626,0
2002,Gümüşhane,chp,5701,0
2002,Gümüşhane,anap,4569,0
2002,Gümüşhane,sp,3150,0
2002,Gümüşhane,bbp,950,0
2002,Gümüşhane,other,0,0
2002,Gümüşhane,dem,666,0
2002,Gümüşhane,dsp,441,0
2002,Gümüşhane,ytp,113,0
2002,Hakkâri,dem,33881,0
2002,Hakkâri,other,41,0
2002,Hakkâri,chp,6121,1
2002,Hakkâri,akp,5115,1
2002,Hakkâri,anap,4109,0
2002,Hakkâri,mhp,2994,0
2002,Hakkâri,sp,1477,0
2002,Hakkâri,dyp,1134,0
2002,Hakkâri,ytp,829,0
2002,Hakkâri,bbp,372,0
2002,Hakkâri,dsp,346,0
2002,Hatay,akp,166403,5
2002,Hatay,chp,143792,5
2002,Hatay,mhp,60643,0
2002,Hatay,dyp,47557,0
2002,Hatay,other,588,0
2002,Hatay,anap,30169,0
2002,Hatay,dem,18767,0
2002,Hatay,sp,7972,0
2002,Hatay,dsp,7244,0
2002,Hatay,ytp,6758,0
2002,Hatay,bbp,3175,0
2002,Iğdır,dem,20199,0
2002,Iğdır,chp,9175,1
2002,Iğdır,mhp,8204,0
2002,Iğdır,dyp,6123,0
2002,Iğdır,other,62,0
2002,Iğdır,anap,5085,0
2002,Iğdır,akp,4015,0
2002,Iğdır,ytp,375,0
2002,Iğdır,bbp,322,0
2002,Iğdır,dsp,318,0
2002,Iğdır,sp,306,0
2002,Isparta,akp,90272,4
2002,Isparta,dyp,41056,0
2002,Isparta,chp,28570,1
2002,Isparta,mhp,24950,0
2002,Isparta,other,67,0
2002,Isparta,anap,7430,0
2002,Isparta,sp,2816,0
2002,Isparta,dem,2370,0
2002,Isparta,bbp,1650,0
2002,Isparta,dsp,1521,0
2002,Isparta,ytp,919,0
2002,İstanbul,akp,1943776,43
2002,İstanbul,chp,1257330,27
2002,İstanbul,other,2964,0
2002,İstanbul,dem,287953,0
2002,İstanbul,mhp,263208,0
2002,İstanbul,anap,238777,0
2002,İstanbul,sp,197795,0
2002,İstanbul,dyp,189373,0
2002,İstanbul,ytp,103071,0
2002,İstanbul,dsp,59842,0
2002,İstanbul,bbp,41359,0
2002,İzmir,chp,544862,16
2002,İzmir,other,725,0
2002,İzmir,akp,321865,8
2002,İzmir,dyp,174838,0
2002,İzmir,mhp,146155,0
2002,İzmir,dem,97067,0
2002,İzmir,anap,78897,0
2002,İzmir,ytp,59674,0
2002,İzmir,dsp,30701,0
2002,İzmir,sp,15568,0
2002,İzmir,bbp,10796,0
2002,Kahramanmaraş,akp,216388,7
2002,Kahramanmaraş,chp,45123,1
2002,Kahramanmaraş,dyp,36163,0
2002,Kahramanmaraş,mhp,34456,0
2002,Kahramanmaraş,anap,19298,0
2002,Kahramanmaraş,dem,12830,0
2002,Kahramanmaraş,bbp,8967,0
2002,Kahramanmaraş,other,0,0
2002,Kahramanmaraş,sp,6774,0
2002,Kahramanmaraş,dsp,3983,0
2002,Kahramanmaraş,ytp,2474,0
2002,Karabük,akp,57026,3
2002,Karabük,dyp,17805,0
2002,Karabük,chp,13617,0
2002,Karabük,mhp,8150,0
2002,Karabük,anap,7834,0
2002,Karabük,other,0,0
2002,Karabük,sp,5143,0
2002,Karabük,dem,1817,0
2002,Karabük,dsp,1762,0
2002,Karabük,bbp,1352,0
2002,Karabük,ytp,865,0
2002,Karaman,akp,42994,2
2002,Karaman,chp,20433,1
2002,Karaman,mhp,14828,0
2002,Karaman,anap,10609,0
2002,Karaman,dyp,8532,0
2002,Karaman,other,0,0
2002,Karaman,sp,3211,0
2002,Karaman,dsp,1519,0
2002,Karaman,dem,1411,0
2002,Karaman,bbp,1087,0
2002,Karaman,ytp,472,0
2002,Kars,dem,23659,0
2002,Kars,akp,20831,2
2002,Kars,chp,20227,1
2002,Kars,mhp,14257,0
2002,Kars,other,184,0
2002,Kars,dyp,12875,0
2002,Kars,sp,2795,0
2002,Kars,anap,2657,0
2002,Kars,dsp,1227,0
2002,Kars,ytp,1176,0
2002,Kars,bbp,733,0
2002,Kastamonu,akp,65228,3
2002,Kastamonu,dyp,42786,0
2002,Kastamonu,mhp,27720,0
2002,Kastamonu,chp,24076,1
2002,Kastamonu,anap,17692,0
2002,Kastamonu,other,0,0
2002,Kastamonu,dsp,5581,0
2002,Kastamonu,dem,2906,0
2002,Kastamonu,bbp,2258,0
2002,Kastamonu,sp,2074,0
2002,Kastamonu,ytp,1110,0
2002,Kayseri,akp,272762,7
2002,Kayseri,mhp,57367,0
2002,Kayseri,chp,56965,1
2002,Kayseri,dyp,26318,0
2002,Kayseri,other,532,0
2002,Kayseri,sp,11425,0
2002,Kayseri,anap,9217,0
2002,Kayseri,dem,7761,0
2002,Kayseri,bbp,7301,0
2002,Kayseri,dsp,2810,0
2002,Kayseri,ytp,1668,0
2002,Kırıkkale,akp,74813,3
2002,Kırıkkale,mhp,21478,0
2002,Kırıkkale,chp,19574,1
2002,Kırıkkale,dyp,15030,0
2002,Kırıkkale,other,20,0
2002,Kırıkkale,anap,4583,0
2002,Kırıkkale,sp,2947,0
2002,Kırıkkale,bbp,2028,0
2002,Kırıkkale,dem,1462,0
2002,Kırıkkale,dsp,1007,0
2002,Kırıkkale,ytp,502,0
2002,Kırklareli,chp,61619,2
2002,Kırklareli,dyp,26561,0
2002,Kırklareli,other,352,0
2002,Kırklareli,akp,23555,1
2002,Kırklareli,anap,14814,0
2002,Kırklareli,mhp,13668,0
2002,Kırklareli,dsp,5887,0
2002,Kırklareli,ytp,2852,0
2002,Kırklareli,dem,1590,0
2002,Kırklareli,sp,1255,0
2002,Kırklareli,bbp,772,0
2002,Kırşehir,akp,36082,2
2002,Kırşehir,chp,25200,1
2002,Kırşehir,mhp,24700,0
2002,Kırşehir,other,195,0
2002,Kırşehir,anap,6261,0
2002,Kırşehir,dem,4698,0
2002,Kırşehir,dyp,4068,0
2002,Kırşehir,sp,1638,0
2002,Kırşehir,bbp,1445,0
2002,Kırşehir,dsp,1154,0
2002,Kırşehir,ytp,614,0
2002,Kilis,akp,18308,2
2002,Kilis,dyp,7637,0
2002,Kilis,other,40,0
2002,Kilis,mhp,5027,0
2002,Kilis,chp,3290,0
2002,Kilis,sp,1793,0
2002,Kilis,dem,1139,0
2002,Kilis,anap,1116,0
2002,Kilis,bbp,532,0
2002,Kilis,ytp,377,0
2002,Kilis,dsp,249,0
2002,Kocaeli,akp,277461,6
2002,Kocaeli,chp,120719,3
2002,Kocaeli,other,279,0
2002,Kocaeli,dyp,40370,0
2002,Kocaeli,sp,39961,0
2002,Kocaeli,mhp,39146,0
2002,Kocaeli,dem,25500,0
2002,Kocaeli,anap,22671,0
2002,Kocaeli,dsp,6786,0
2002,Kocaeli,ytp,5823,0
2002,Kocaeli,bbp,4914,0
2002,Konya,akp,487700,14
2002,Konya,mhp,83944,0
2002,Konya,chp,76314,2
2002,Konya,dyp,64660,0
2002,Konya,sp,42412,0
2002,Konya,anap,36247,0
2002,Konya,dem,27941,0
2002,Konya,other,814,0
2002,Konya,bbp,8370,0
2002,Konya,dsp,5701,0
2002,Konya,ytp,5047,0
2002,Kütahya,akp,167299,6
2002,Kütahya,dyp,43468,0
2002,Kütahya,anap,29639,0
2002,Kütahya,chp,26530,0
2002,Kütahya,mhp,23757,0
2002,Kütahya,other,169,0
2002,Kütahya,sp,8992,0
2002,Kütahya,dsp,4473,0
2002,Kütahya,bbp,3903,0
2002,Kütahya,dem,3265,0
2002,Kütahya,ytp,1317,0
2002,Malatya,akp,161658,5
2002,Malatya,chp,57681,2
2002,Malatya,dyp,23133,0
2002,Malatya,mhp,19227,0
2002,Malatya,dem,13344,0
2002,Malatya,sp,12219,0
2002,Malatya,anap,8286,0
2002,Malatya,other,311,0
2002,Malatya,bbp,4096,0
2002,Malatya,ytp,2542,0
2002,Malatya,dsp,1859,0
2002,Manisa,akp,216455,6
2002,Manisa,dyp,137619,0
2002,Manisa,chp,126511,4
2002,Manisa,other,208,0
2002,Manisa,mhp,62015,0
2002,Manisa,dem,28296,0
2002,Manisa,anap,28279,0
2002,Manisa,dsp,10988,0
2002,Manisa,bbp,6845,0
2002,Manisa,ytp,6541,0
2002,Manisa,sp,6292,0
2002,Mardin,dem,89113,0
2002,Mardin,akp,34746,3
2002,Mardin,chp,26151,2
2002,Mardin,anap,19853,0
2002,Mardin,dyp,18509,0
2002,Mardin,other,104,0
2002,Mardin,mhp,6241,0
2002,Mardin,sp,3565,0
2002,Mardin,dsp,1023,0
2002,Mardin,bbp,681,0
2002,Mardin,ytp,633,0
2002,Mersin,chp,168372,7
2002,Mersin,mhp,125370,0
2002,Mersin,akp,122995,5
2002,Mersin,dem,64844,0
2002,Mersin,dyp,59462,0
2002,Mersin,other,1089,0
2002,Mersin,anap,45060,0
2002,Mersin,ytp,11322,0
2002,Mersin,dsp,7845,0
2002,Mersin,sp,6726,0
2002,Mersin,bbp,4305,0
2002,Muğla,chp,106937,4
2002,Muğla,dyp,87454,0
2002,Muğla,akp,50816,2
2002,Muğla,mhp,43675,0
2002,Muğla,other,0,0
2002,Muğla,anap,25307,0
2002,Muğla,dem,6640,0
2002,Muğla,dsp,6362,0
2002,Muğla,ytp,5560,0
2002,Muğla,bbp,1877,0
2002,Muğla,sp,1511,0
2002,Muş,dem,49302,0
2002,Muş,akp,21876,3
2002,Muş,dyp,15009,0
2002,Muş,other,65,0
2002,Muş,anap,10548,0
2002,Muş,chp,8067,1
2002,Muş,sp,5268,0
2002,Muş,mhp,3999,0
2002,Muş,bbp,671,0
2002,Muş,dsp,371,0
2002,Muş,ytp,136,0
2002,Nevşehir,akp,64415,3
2002,Nevşehir,chp,21252,0
2002,Nevşehir,mhp,18318,0
2002,Nevşehir,dyp,15160,0
2002,Nevşehir,anap,10866,0
2002,Nevşehir,other,0,0
2002,Nevşehir,sp,4387,0
2002,Nevşehir,dem,1694,0
2002,Nevşehir,bbp,1369,0
2002,Nevşehir,dsp,994,0
2002,Nevşehir,ytp,895,0
2002,Niğde,akp,64415,2
2002,Niğde,chp,28815,1
2002,Niğde,dyp,17150,0
2002,Niğde,mhp,14791,0
2002,Niğde,anap,8800,0
2002,Niğde,other,0,0
2002,Niğde,sp,4098,0
2002,Niğde,dem,1980,0
2002,Niğde,dsp,1465,0
2002,Niğde,bbp,1312,0
2002,Niğde,ytp,1161,0
2002,Ordu,akp,142198,5
2002,Ordu,chp,53970,2
2002,Ordu,dyp,43253,0
2002,Ordu,mhp,27076,0
2002,Ordu,anap,23757,0
2002,Ordu,other,542,0
2002,Ordu,dem,4943,0
2002,Ordu,dsp,4801,0
2002,Ordu,bbp,4296,0
2002,Ordu,sp,3123,0
2002,Ordu,ytp,2130,0
2002,Osmaniye,akp,62623,3
2002,Osmaniye,mhp,58622,0
2002,Osmaniye,chp,27640,1
2002,Osmaniye,dyp,19179,0
2002,Osmaniye,anap,12248,0
2002,Osmaniye,other,126,0
2002,Osmaniye,dem,4458,0
2002,Osmaniye,sp,3396,0
2002,Osmaniye,bbp,2335,0
2002,Osmaniye,dsp,1295,0
2002,Osmaniye,ytp,586,0
2002,Rize,akp,72005,3
2002,Rize,anap,46577,0
2002,Rize,chp,12102,0
2002,Rize,dyp,12058,0
2002,Rize,sp,6895,0
2002,Rize,mhp,5158,0
2002,Rize,dsp,1411,0
2002,Rize,other,72,0
2002,Rize,dem,970,0
2002,Rize,bbp,696,0
2002,Rize,ytp,397,0
2002,Sakarya,akp,189246,6
2002,Sakarya,other,0,0
2002,Sakarya,chp,29668,0
2002,Sakarya,dyp,26581,0
2002,Sakarya,mhp,20866,0
2002,Sakarya,anap,15586,0
2002,Sakarya,sp,14748,0
2002,Sakarya,dem,7313,0
2002,Sakarya,bbp,3268,0
2002,Sakarya,dsp,2946,0
2002,Sakarya,ytp,1821,0
2002,Samsun,akp,269209,7
2002,Samsun,chp,88761,2
2002,Samsun,dyp,77850,0
2002,Samsun,mhp,41748,0
2002,Samsun,other,1146,0
2002,Samsun,anap,31360,0
2002,Samsun,sp,9823,0
2002,Samsun,bbp,8002,0
2002,Samsun,dem,7553,0
2002,Samsun,dsp,6259,0
2002,Samsun,ytp,4724,0
2002,Siirt,dem,26980,0
2002,Siirt,akp,14728,0
2002,Siirt,anap,8258,0
2002,Siirt,chp,7481,0
2002,Siirt,mhp,5979,0
2002,Siirt,dyp,3993,0
2002,Siirt,sp,1402,0
2002,Siirt,other,80,0
2002,Siirt,bbp,607,0
2002,Siirt,dsp,400,0
2002,Siirt,ytp,198,0
2002,Sinop,akp,35888,2
2002,Sinop,chp,20389,1
2002,Sinop,dyp,12448,0
2002,Sinop,anap,11089,0
2002,Sinop,mhp,10440,0
2002,Sinop,other,325,0
2002,Sinop,dsp,2413,0
2002,Sinop,dem,1877,0
2002,Sinop,sp,1592,0
2002,Sinop,bbp,1223,0
2002,Sinop,ytp,1023,0
2002,Sivas,akp,138851,5
2002,Sivas,chp,49267,1
2002,Sivas,bbp,40802,0
2002,Sivas,mhp,28194,0
2002,Sivas,sp,14511,0
2002,Sivas,dyp,12992,0
2002,Sivas,other,139,0
2002,Sivas,anap,4346,0
2002,Sivas,dem,3674,0
2002,Sivas,dsp,1952,0
2002,Sivas,ytp,846,0
2002,Şanlıurfa,akp,99331,7
2002,Şanlıurfa,dem,83600,0
2002,Şanlıurfa,dyp,71507,0
2002,Şanlıurfa,anap,44407,0
2002,Şanlıurfa,chp,42946,3
2002,Şanlıurfa,mhp,34442,0
2002,Şanlıurfa,sp,19728,0
2002,Şanlıurfa,other,259,0
2002,Şanlıurfa,dsp,3010,0
2002,Şanlıurfa,bbp,2573,0
2002,Şanlıurfa,ytp,1086,0
2002,Şırnak,dem,47567,0
2002,Şırnak,akp,14512,2
2002,Şırnak,anap,11787,0
2002,Şırnak,other,76,0
2002,Şırnak,dyp,5356,0
2002,Şırnak,chp,4876,0
2002,Şırnak,mhp,2979,0
2002,Şırnak,dsp,1948,0
2002,Şırnak,bbp,643,0
2002,Şırnak,ytp,642,0
2002,Şırnak,sp,445,0
2002,Tekirdağ,chp,89159,3
2002,Tekirdağ,akp,55935,2
2002,Tekirdağ,other,0,0
2002,Tekirdağ,dyp,40088,0
2002,Tekirdağ,mhp,28567,0
2002,Tekirdağ,anap,19282,0
2002,Tekirdağ,dsp,8306,0
2002,Tekirdağ,dem,5519,0
2002,Tekirdağ,ytp,4271,0
2002,Tekirdağ,sp,3621,0
2002,Tekirdağ,bbp,1666,0
2002,Tokat,akp,136288,5
2002,Tokat,chp,61081,2
2002,Tokat,mhp,34780,0
2002,Tokat,dyp,27795,0
2002,Tokat,other,316,0
2002,Tokat,anap,7648,0
2002,Tokat,sp,6402,0
2002,Tokat,bbp,5308,0
2002,Tokat,dem,4008,0
2002,Tokat,dsp,2918,0
2002,Tokat,ytp,893,0
2002,Trabzon,akp,164094,6
2002,Trabzon,chp,54668,2
2002,Trabzon,dyp,40049,0
2002,Trabzon,mhp,31364,0
2002,Trabzon,anap,29925,0
2002,Trabzon,sp,21208,0
2002,Trabzon,other,476,0
2002,Trabzon,dsp,5094,0
2002,Trabzon,bbp,3690,0
2002,Trabzon,dem,3013,0
